Vehicle_ID,Vehicle_Type,Speed (km/h),Position_X,Position_Y,Vehicle_Priority,Communication_Mode,Slice_ID,Slice_Type,Requested_Bandwidth (Mbps),Allocated_Bandwidth (Mbps),Scheduling_Algorithm,Latency (ms),Energy_Consumption (W),AI_Optimization_Score,Vehicle_Mobility_Index,Congestion_Level,Signal_Strength (dBm),Traffic_Density,Weather_Condition,Throughput (Mbps),AI_Decision_Time (ms),Network_Stability_Index,Packet_Loss_Rate (%),Throughput_Efficiency,Time_Stamp,Time_of_Day
V356,Truck,107,841,88,0,V2I,Slice2,eMBB,258,122,Reinforcement Learning,24,37,0.9299583889329088,0.7252624674075894,6,-87,85,Clear,107,27,9.673428201534373,3.8549688160492317,0.7566315581975518,2025-01-25 04:29:45,Afternoon
V357,Sedan,63,813,681,1,V2X,Slice3,URLLC,257,189,Simulated Annealing,48,48,0.7184715213353802,0.987244914586552,2,-88,36,Fog,118,26,9.117062001113169,3.4843089706529202,0.8835462625600096,2025-01-25 15:18:17,Evening
V358,Sedan,94,566,695,0,V2I,Slice2,mMTC,273,148,Reinforcement Learning,66,25,0.9919690164472847,0.8827380843988739,9,-88,18,Snow,117,49,9.565172971556432,4.637603931240941,0.8444905868246018,2025-01-25 02:43:56,Afternoon
V359,SUV,96,694,36,0,V2V,Slice2,mMTC,58,52,Reinforcement Learning,54,11,0.808468370957915,0.7337741565695666,7,-68,79,Snow,89,44,7.451366310800942,4.1284079337100845,0.9372025866629722,2025-01-25 12:48:40,Afternoon
V360,SUV,103,454,347,0,V2V,Slice2,mMTC,144,204,Reinforcement Learning,65,38,0.7900072463601349,0.9705131679908547,7,-86,3,Snow,75,41,7.814504799173509,0.31772257211203914,0.8957019541934468,2025-01-25 00:39:24,Night
V361,Truck,99,172,159,0,V2I,Slice2,eMBB,204,204,Reinforcement Learning,38,45,0.7916282006154335,0.8813258261759509,10,-88,53,Clear,105,16,7.15358288933961,1.00979656964642,0.8498195883623252,2025-01-25 13:32:27,Morning
V362,Motorcycle,64,121,162,0,V2I,Slice1,eMBB,199,75,Simulated Annealing,25,14,0.7725054818804951,0.6685401873531807,9,-85,51,Snow,145,45,7.3432524634975955,1.0027058130119981,0.9578739472315065,2025-01-25 06:54:13,Night
V363,SUV,94,16,460,0,V2I,Slice3,eMBB,290,146,Genetic Algorithm,16,22,0.7531676548944995,0.6821271211549181,5,-63,37,Rain,90,45,7.043879976245595,2.2110834001383233,0.8800688687702639,2025-01-25 21:31:07,Morning
V364,SUV,27,984,906,0,V2X,Slice3,eMBB,299,190,Simulated Annealing,69,15,0.9488350110885228,0.956284961488369,6,-79,99,Snow,58,47,8.909021742503965,2.733074699970061,0.8406330474355099,2025-01-25 08:44:09,Morning
V365,SUV,24,797,646,1,V2X,Slice3,mMTC,224,148,Genetic Algorithm,30,17,0.8383895407441425,0.4271378659534997,3,-62,0,Clear,136,16,7.5156528271670275,2.3139863862832293,0.7585564662308714,2025-01-25 15:57:18,Night
V366,SUV,68,43,111,1,V2V,Slice1,URLLC,262,151,Reinforcement Learning,39,18,0.7299533579729648,0.597024495675711,7,-65,33,Snow,111,47,8.926562353661634,1.1355276940006187,0.7618254718688681,2025-01-25 01:58:31,Evening
V367,Motorcycle,103,450,750,1,V2V,Slice2,URLLC,214,199,Reinforcement Learning,11,26,0.9456595829263933,0.6633040175927888,6,-90,30,Snow,88,41,8.697702814759813,4.575460337321492,0.7445482476721054,2025-01-25 02:29:23,Night
V368,Sedan,71,125,374,1,V2X,Slice3,mMTC,283,67,Reinforcement Learning,23,11,0.9582488275229954,0.5210047476240465,8,-65,34,Rain,98,14,8.220660725274909,0.18476448036736204,0.9466289589983804,2025-01-25 11:08:40,Evening
V369,Motorcycle,98,449,631,0,V2V,Slice1,mMTC,219,224,Simulated Annealing,45,44,0.9770519227669947,0.506537681966779,9,-70,10,Snow,104,29,8.687011168336316,0.15085217970482123,0.7107434874776266,2025-01-25 05:10:14,Afternoon
V370,Truck,100,765,251,0,V2X,Slice2,URLLC,74,191,Reinforcement Learning,77,19,0.7140065820530967,0.7008994072103505,2,-65,17,Rain,102,28,8.214462253284388,3.795224672605482,0.9905767456554966,2025-01-25 20:07:00,Afternoon
V371,SUV,51,939,393,1,V2X,Slice2,mMTC,52,206,Genetic Algorithm,46,43,0.8422562361268779,0.7517122263255809,9,-61,69,Fog,113,35,8.87805271699234,1.4243983766248474,0.8772138001916803,2025-01-25 12:49:53,Evening
V372,Sedan,32,60,858,0,V2X,Slice2,eMBB,52,185,Simulated Annealing,61,13,0.8813527877264453,0.6755187460236423,8,-61,43,Fog,52,38,7.305956184921212,3.7184744450317515,0.7338890826992763,2025-01-25 10:01:27,Morning
V373,SUV,62,664,69,0,V2X,Slice3,mMTC,170,165,Simulated Annealing,75,44,0.9527915039125627,0.6441543823492745,8,-79,88,Fog,126,33,9.125269123931167,1.4958568025381518,0.9435436679709828,2025-01-25 03:40:37,Morning
V374,Sedan,97,628,954,1,V2V,Slice2,mMTC,245,206,Simulated Annealing,93,48,0.8860571725182573,0.8234646577684064,2,-77,42,Snow,105,15,7.1941276195715655,2.829711962647637,0.9626960423005595,2025-01-25 22:45:46,Afternoon
V375,Truck,41,360,646,1,V2V,Slice3,mMTC,295,230,Genetic Algorithm,15,33,0.8373316221235589,0.844618890581116,8,-83,74,Rain,85,39,9.916233017963265,4.327403046899016,0.8104085588432218,2025-01-25 02:31:25,Evening
V376,SUV,28,432,299,1,V2I,Slice2,URLLC,94,162,Genetic Algorithm,48,28,0.9290611732694485,0.5044103556096189,8,-78,34,Fog,43,37,7.544928670948127,0.9377711842537428,0.8089591688260069,2025-01-25 11:00:05,Morning
V377,Sedan,47,983,913,1,V2X,Slice2,URLLC,283,188,Simulated Annealing,27,16,0.8389907539514277,0.43892820097337903,8,-86,13,Fog,40,20,6.052001303154514,3.5862556682995264,0.953974312499067,2025-01-25 02:55:19,Night
V378,SUV,41,34,588,0,V2X,Slice3,URLLC,172,82,Simulated Annealing,40,39,0.7856787378151607,0.43895407217913557,3,-88,94,Clear,84,28,7.861862941230396,4.057078450269527,0.845572012689,2025-01-25 02:01:03,Evening
V379,Sedan,32,418,908,0,V2I,Slice3,eMBB,173,64,Genetic Algorithm,71,32,0.8751139932864759,0.8409138831116192,1,-81,93,Rain,58,16,9.823133418434278,4.869089213034592,0.8536441756366626,2025-01-25 19:22:56,Evening
V380,SUV,117,178,781,0,V2I,Slice2,mMTC,86,215,Simulated Annealing,14,15,0.8533726880132818,0.40943311457341813,10,-71,84,Rain,96,26,8.53472406251327,0.9541539092580209,0.9673131110089945,2025-01-25 11:37:38,Morning
V381,Truck,37,176,889,0,V2I,Slice3,eMBB,83,128,Simulated Annealing,61,14,0.846355701995902,0.9852694190069969,9,-82,48,Rain,110,21,6.408852052667283,2.5055998218670656,0.738759233453004,2025-01-25 14:53:00,Night
V382,SUV,45,198,399,1,V2I,Slice3,URLLC,298,162,Reinforcement Learning,86,36,0.7574992016211919,0.8236173341795632,10,-71,66,Rain,96,29,6.432019057174795,1.4697564465561337,0.9654746864263811,2025-01-25 08:02:52,Night
V383,Sedan,87,769,529,1,V2X,Slice3,mMTC,237,190,Genetic Algorithm,71,31,0.9536361140763518,0.7581947323264848,7,-76,84,Snow,102,16,7.79578023251284,2.178276805384703,0.9779980289206887,2025-01-25 18:24:45,Afternoon
V384,Truck,47,297,189,0,V2V,Slice1,mMTC,251,42,Genetic Algorithm,74,22,0.7171171692573006,0.4191664893246626,8,-68,86,Fog,48,45,6.902109192127469,0.33258844955247446,0.7040562248143581,2025-01-25 21:58:33,Evening
V385,Sedan,94,533,687,0,V2V,Slice1,URLLC,160,182,Genetic Algorithm,15,20,0.7160553262451274,0.41912664781642905,8,-82,9,Clear,128,16,8.418384111323084,4.469191980055039,0.9046681149908093,2025-01-25 00:50:29,Morning
V386,Motorcycle,100,821,107,1,V2V,Slice1,URLLC,144,136,Simulated Annealing,62,30,0.7419716385088465,0.6739183238358816,9,-77,59,Rain,94,29,9.735900308026812,1.6040025255814911,0.7847168321502099,2025-01-25 19:12:14,Night
V387,Truck,90,597,956,0,V2I,Slice1,URLLC,266,53,Genetic Algorithm,48,41,0.7336282772141304,0.6300812548691734,10,-84,31,Snow,107,37,9.86394357921816,4.944656816263356,0.8693790306519174,2025-01-25 03:25:06,Morning
V388,Sedan,91,858,93,1,V2X,Slice2,URLLC,179,40,Reinforcement Learning,89,15,0.9647899180541137,0.573664923668544,3,-72,97,Fog,76,13,9.684868329029184,2.2021786050565995,0.8946906300550106,2025-01-25 09:12:02,Afternoon
V389,Motorcycle,32,684,524,1,V2V,Slice1,eMBB,122,112,Reinforcement Learning,99,21,0.9370964931932979,0.47756394102554767,1,-73,56,Snow,53,47,7.184706003357594,1.7704386930086158,0.8750818530711593,2025-01-25 06:35:34,Morning
V390,Motorcycle,69,876,549,1,V2X,Slice3,eMBB,143,40,Reinforcement Learning,22,47,0.7854152444143689,0.5635198776636458,2,-79,74,Rain,61,43,9.906560229724182,2.5201232136717557,0.9037141391137492,2025-01-25 12:36:01,Evening
V391,Truck,37,330,816,1,V2X,Slice1,eMBB,138,126,Simulated Annealing,77,16,0.7796766527410552,0.7809151199452895,8,-82,90,Rain,115,18,7.231948065442097,0.6994640140996067,0.8673787247838344,2025-01-25 19:31:58,Night
V392,Motorcycle,54,445,150,0,V2V,Slice1,eMBB,272,59,Reinforcement Learning,45,20,0.8216650889038525,0.6390274352857979,10,-77,28,Rain,87,45,8.504091892934492,4.231720239216655,0.922556325511854,2025-01-25 02:50:22,Morning
V393,Motorcycle,43,191,757,0,V2X,Slice2,mMTC,78,171,Genetic Algorithm,19,37,0.8563853807298101,0.5872776701352753,2,-64,66,Rain,49,41,9.56223981742388,4.039637034167926,0.8610647730710026,2025-01-25 11:17:34,Afternoon
V394,SUV,33,383,274,0,V2I,Slice3,eMBB,63,94,Reinforcement Learning,19,38,0.7992217655178672,0.9548463676925368,8,-79,23,Snow,67,42,8.634801582721686,4.116703163093456,0.7609089471779178,2025-01-25 13:30:42,Morning
V395,Truck,101,396,71,0,V2X,Slice1,URLLC,77,124,Genetic Algorithm,55,49,0.971683620078069,0.5992108155596192,5,-90,26,Clear,49,45,9.986273862590377,2.0740568404958086,0.7597209847329396,2025-01-25 07:49:18,Night
V396,Sedan,69,145,464,1,V2I,Slice3,eMBB,185,96,Reinforcement Learning,36,36,0.7144887248675204,0.9464366969345931,1,-73,79,Snow,148,37,7.397081039073795,1.7936860257902891,0.8951439866297306,2025-01-25 05:50:38,Night
V397,SUV,87,644,803,0,V2X,Slice2,URLLC,88,136,Reinforcement Learning,61,41,0.9883841772477887,0.44857030714259194,5,-68,14,Rain,98,26,6.477764084098959,4.794076985642773,0.8525369250142261,2025-01-25 07:32:06,Morning
V398,SUV,89,665,391,0,V2V,Slice1,mMTC,92,182,Simulated Annealing,24,18,0.8708368138318106,0.8958235452176244,9,-90,82,Clear,100,25,6.881227476309677,2.8390078298044448,0.8075187424019038,2025-01-25 07:16:01,Night
V399,SUV,53,930,824,0,V2I,Slice3,eMBB,86,182,Reinforcement Learning,44,49,0.9835180855416272,0.7069784182762695,9,-71,27,Rain,79,49,6.736549019978266,4.444251977601495,0.8702106665559483,2025-01-25 10:39:28,Afternoon
V400,Sedan,44,794,865,0,V2X,Slice3,URLLC,76,80,Simulated Annealing,99,29,0.9087065934789882,0.7056966028203822,5,-61,69,Clear,137,40,9.61439450069772,1.2980572086689208,0.9961074476100172,2025-01-25 01:37:30,Evening
V401,SUV,116,252,157,1,V2X,Slice3,eMBB,230,47,Simulated Annealing,77,32,0.7454912341240025,0.7579389359903296,3,-87,0,Snow,46,15,7.863416034707763,2.7230106264409404,0.8891359706040225,2025-01-25 10:44:44,Night
V402,Motorcycle,64,134,5,1,V2V,Slice2,mMTC,122,73,Reinforcement Learning,21,46,0.9080361449284631,0.7980588266368407,9,-62,0,Rain,108,19,8.063055778065339,3.372023801678565,0.9081137786697648,2025-01-25 17:22:05,Afternoon
V403,Truck,20,390,999,0,V2V,Slice3,URLLC,126,87,Reinforcement Learning,50,41,0.9906132871228381,0.8909405610957679,9,-66,19,Fog,60,28,6.691885201799293,0.4911148069482968,0.900708450478085,2025-01-25 01:46:54,Afternoon
V404,SUV,77,520,381,1,V2I,Slice2,mMTC,240,83,Genetic Algorithm,32,11,0.8499945995424991,0.4322286913019091,2,-71,70,Snow,46,49,6.857102430780175,4.419021902169603,0.9085449278138247,2025-01-25 12:24:14,Evening
V405,Truck,108,147,234,0,V2X,Slice1,URLLC,90,63,Simulated Annealing,51,18,0.9633279367710399,0.5877930982200674,8,-71,27,Snow,99,34,9.198417181955447,2.2083600382795248,0.7585877535880385,2025-01-25 10:25:32,Night
V406,Motorcycle,67,756,2,1,V2X,Slice3,mMTC,197,171,Reinforcement Learning,65,21,0.9969791611570926,0.677955516160978,8,-61,1,Clear,40,11,8.731539818926667,3.9838225012487793,0.7393325183136019,2025-01-25 06:43:22,Afternoon
V407,Truck,36,10,151,1,V2X,Slice2,URLLC,233,138,Genetic Algorithm,89,43,0.8015538166243809,0.9787733663220369,10,-64,48,Clear,103,31,7.317068836321406,3.99442144875798,0.9340343354812758,2025-01-25 00:25:06,Evening
V408,Truck,74,778,91,0,V2V,Slice1,eMBB,193,73,Genetic Algorithm,37,28,0.8237527338034261,0.4367076529630565,7,-81,68,Fog,72,30,9.181924542434466,3.4069047258586975,0.7721625747222489,2025-01-25 10:48:37,Morning
V409,Sedan,110,986,791,1,V2I,Slice1,URLLC,251,184,Simulated Annealing,77,36,0.7824739047174428,0.6369666037587757,5,-63,61,Clear,64,40,6.214829534730241,1.899466654674577,0.7027332890980633,2025-01-25 19:09:22,Morning
V410,Truck,56,571,523,1,V2V,Slice2,mMTC,202,93,Simulated Annealing,96,12,0.9775402306604373,0.8695351439845971,6,-67,6,Fog,83,23,6.282690717162904,2.8074733806722123,0.789643711446416,2025-01-25 02:33:35,Morning
V411,SUV,83,435,674,1,V2I,Slice2,eMBB,116,72,Genetic Algorithm,79,49,0.8879387978610345,0.9582689482431709,7,-67,7,Snow,145,24,6.354045767308319,4.03090228775319,0.83924220859976,2025-01-25 08:49:05,Morning
V412,Sedan,39,784,547,0,V2V,Slice1,eMBB,256,159,Reinforcement Learning,26,47,0.9271687188554306,0.8835058416185186,4,-68,42,Snow,63,40,8.813907439234299,0.513020308611174,0.780589366170348,2025-01-25 06:16:49,Night
V413,Truck,53,739,466,1,V2I,Slice2,URLLC,178,83,Genetic Algorithm,63,28,0.7597715301013158,0.9862627266300812,3,-79,48,Snow,145,23,8.383467490832865,4.08778751769609,0.728038658036655,2025-01-25 11:11:58,Night
V414,SUV,22,66,47,1,V2X,Slice1,mMTC,290,61,Simulated Annealing,80,10,0.8288025215414946,0.7163356447934587,8,-84,91,Clear,47,29,9.447074510871873,1.4344315455459744,0.7753046684688509,2025-01-25 23:48:04,Afternoon
V415,SUV,93,44,498,1,V2V,Slice3,eMBB,105,66,Reinforcement Learning,76,40,0.8910968443760399,0.8369408876764883,1,-90,39,Fog,69,31,9.87446578086125,1.8901427791886842,0.7241450633544698,2025-01-25 09:00:20,Afternoon
V416,Truck,75,819,511,0,V2X,Slice3,mMTC,177,127,Simulated Annealing,28,23,0.9207657645701127,0.9287413403800568,6,-74,24,Snow,117,10,7.364059202787072,1.4170852787357129,0.8608354440312928,2025-01-25 23:55:34,Morning
V417,SUV,53,194,804,1,V2X,Slice2,URLLC,64,151,Genetic Algorithm,56,42,0.8970657434589941,0.648598150714277,3,-71,63,Rain,133,41,8.51505958497718,4.911205690797521,0.905579277975331,2025-01-25 01:42:13,Evening
V418,Truck,42,820,166,1,V2V,Slice2,eMBB,297,63,Reinforcement Learning,39,38,0.9128876200663245,0.44865592967932444,5,-75,22,Rain,48,22,9.481729549081686,3.5652767707708515,0.9139008625052816,2025-01-25 18:57:14,Night
V419,Truck,95,302,831,0,V2V,Slice2,mMTC,257,190,Simulated Annealing,47,20,0.8847287769544459,0.43318671531165137,5,-86,58,Snow,127,31,6.932823879246982,4.990209386374171,0.9369512727308414,2025-01-25 01:51:18,Afternoon
V420,Truck,102,651,337,0,V2I,Slice2,eMBB,124,181,Simulated Annealing,60,46,0.758247625609182,0.9534189343297986,6,-76,85,Clear,40,11,6.382423627871036,0.4807261151315101,0.7153897125656153,2025-01-25 23:32:47,Afternoon
V421,SUV,62,787,386,0,V2X,Slice3,URLLC,170,190,Simulated Annealing,41,30,0.8637459498313557,0.40121668379688247,3,-81,24,Snow,59,38,9.931300378201604,4.842148542449572,0.9231671137315116,2025-01-25 01:17:35,Morning
V422,Sedan,51,793,328,1,V2V,Slice3,mMTC,242,55,Genetic Algorithm,78,15,0.9683623515994277,0.5902813449180302,3,-90,0,Fog,76,36,9.597925441423142,1.1324966125583806,0.9238235331525523,2025-01-25 13:04:56,Night
V423,Motorcycle,114,541,237,0,V2V,Slice1,eMBB,132,70,Reinforcement Learning,91,28,0.7363689694219338,0.9103543285436749,9,-83,32,Rain,69,18,8.44009034830913,0.0932179939982769,0.852304949058121,2025-01-25 06:16:49,Evening
V424,Motorcycle,85,699,946,1,V2V,Slice1,mMTC,59,129,Simulated Annealing,59,23,0.7709482745238926,0.6384828030542266,5,-68,96,Rain,99,31,6.041177811080059,1.0808481198830404,0.8802528951589308,2025-01-25 09:57:37,Night
V425,Motorcycle,77,43,421,0,V2X,Slice3,URLLC,121,70,Reinforcement Learning,30,48,0.8321436481485813,0.5181278247148531,6,-61,13,Clear,146,27,6.904807555619128,0.9203093030626769,0.9030010088351392,2025-01-25 22:15:23,Evening
V426,Motorcycle,112,248,661,1,V2V,Slice2,URLLC,261,216,Reinforcement Learning,27,27,0.7219877011048834,0.4783719664440047,4,-85,0,Rain,149,49,8.782664832230244,3.736801467162837,0.8491051741714062,2025-01-25 18:17:24,Night
V427,Truck,81,397,724,0,V2V,Slice2,eMBB,170,35,Reinforcement Learning,60,11,0.8136905845090161,0.4208207260865553,7,-71,52,Fog,139,26,7.440009727513878,3.3585572073935395,0.9974405179273005,2025-01-25 06:59:56,Afternoon
V428,Truck,58,122,782,0,V2I,Slice3,eMBB,250,86,Simulated Annealing,74,47,0.8251026588632118,0.7884218533091889,1,-79,54,Clear,95,33,8.27550305991453,1.7786638323217359,0.714620975143058,2025-01-25 03:13:54,Night
V429,Sedan,76,649,111,0,V2I,Slice3,eMBB,56,174,Genetic Algorithm,22,29,0.9465266951152657,0.5953283657028244,5,-61,23,Snow,129,29,6.222438803246138,0.9261173437592779,0.7340608452905656,2025-01-25 15:08:32,Morning
V430,Motorcycle,104,179,958,0,V2X,Slice2,eMBB,291,117,Simulated Annealing,85,11,0.995598547780905,0.40718648964857285,6,-80,11,Fog,117,49,8.194616639343831,1.797441712986521,0.7826045950685778,2025-01-25 12:44:28,Morning
V431,SUV,36,639,74,0,V2X,Slice1,URLLC,107,45,Simulated Annealing,99,12,0.7569992089477925,0.4497705830658971,7,-62,12,Fog,141,14,6.5743174983864545,4.828408766923467,0.8717830927282567,2025-01-25 19:59:25,Morning
V432,Sedan,54,226,90,0,V2V,Slice1,URLLC,189,73,Genetic Algorithm,45,48,0.7625510721422152,0.9111775650932167,5,-81,22,Rain,109,11,6.421973577047011,1.5083913619003724,0.9769098470169084,2025-01-25 10:30:43,Evening
V433,Motorcycle,21,126,124,1,V2V,Slice1,mMTC,105,53,Reinforcement Learning,71,27,0.9734947792216428,0.47402137134969485,8,-74,67,Clear,119,23,7.957063409144076,3.4367808708372403,0.9890458273396645,2025-01-25 12:33:16,Afternoon
V434,SUV,37,379,289,0,V2X,Slice2,mMTC,72,226,Simulated Annealing,93,30,0.9670457354429647,0.6986491392567521,5,-71,33,Snow,127,20,8.052657589153004,1.6767774151443993,0.9885059121672954,2025-01-25 23:41:13,Morning
V435,SUV,90,392,733,1,V2X,Slice1,eMBB,280,157,Simulated Annealing,88,39,0.9887602500852326,0.6081552482031689,2,-85,26,Rain,142,23,9.60330578251659,4.029099756202672,0.9858913907903937,2025-01-25 06:45:32,Morning
V436,Truck,47,568,950,1,V2I,Slice2,URLLC,282,117,Genetic Algorithm,67,32,0.9522286290637785,0.521577471056235,6,-87,95,Snow,42,11,9.954364265353234,2.879504402960969,0.9585643925449941,2025-01-25 08:02:18,Morning
V437,SUV,65,842,35,0,V2V,Slice1,mMTC,241,119,Simulated Annealing,67,18,0.8640167004834782,0.47492471410335196,6,-81,90,Snow,118,31,6.4346522833701325,3.3302507499480924,0.8599781681052564,2025-01-25 04:51:09,Morning
V438,Truck,24,774,756,0,V2V,Slice3,URLLC,277,241,Simulated Annealing,10,12,0.8729933505551315,0.7833574261878425,10,-76,58,Clear,82,31,7.262949165177093,0.1895293222233968,0.9020631187928053,2025-01-25 04:35:33,Morning
V439,SUV,117,500,773,0,V2I,Slice3,eMBB,139,121,Reinforcement Learning,86,35,0.8281961378573507,0.9252784493693778,1,-74,64,Fog,136,34,8.943387483055837,3.678679194067322,0.7069602575050338,2025-01-25 13:01:55,Evening
V440,Sedan,110,319,523,1,V2V,Slice1,eMBB,241,177,Simulated Annealing,98,29,0.7031963752632857,0.7608140724714217,10,-71,52,Rain,128,19,8.630219067412149,1.3447867446263806,0.7085494541358948,2025-01-25 17:07:39,Afternoon
V441,SUV,38,135,269,0,V2I,Slice3,eMBB,217,122,Genetic Algorithm,20,32,0.8484935589838416,0.6256006036405971,3,-79,11,Snow,79,41,6.323528171795749,3.2190211262639563,0.9615611927405292,2025-01-25 10:19:48,Afternoon
V442,Sedan,47,342,611,1,V2I,Slice3,mMTC,251,127,Genetic Algorithm,58,42,0.9637446036556744,0.5839192155982765,9,-85,6,Fog,95,14,6.235127512133769,2.0956632466100977,0.8100490623460544,2025-01-25 15:25:23,Morning
V443,SUV,53,966,696,1,V2X,Slice3,eMBB,266,80,Simulated Annealing,36,46,0.7326261242074397,0.6176854654319484,4,-65,61,Snow,109,24,7.659030856998019,1.6028001415366373,0.8124667608564369,2025-01-25 14:04:41,Night
V444,Motorcycle,24,603,917,1,V2X,Slice3,mMTC,143,83,Genetic Algorithm,90,32,0.762647611347313,0.6198101941546315,8,-84,70,Fog,66,48,7.987137310345428,1.7532347714584322,0.7574644268214928,2025-01-25 05:45:20,Night
V445,Motorcycle,49,924,334,1,V2X,Slice1,mMTC,156,185,Genetic Algorithm,95,47,0.7522263613878222,0.7063550803363421,5,-81,50,Fog,137,16,8.289153687194052,0.582704226929216,0.7780096896612235,2025-01-25 19:14:28,Evening
V446,Sedan,43,822,863,0,V2X,Slice1,eMBB,278,213,Simulated Annealing,65,46,0.7035690445155539,0.6206773901270222,3,-64,79,Fog,132,24,8.55427660292394,0.6663514510197238,0.9128846390556341,2025-01-25 23:01:05,Night
V447,SUV,102,370,446,0,V2I,Slice1,eMBB,177,247,Simulated Annealing,38,14,0.7416682333735458,0.751838424071696,2,-84,91,Clear,57,44,7.927575316651982,0.5889469471966535,0.9587110220169198,2025-01-25 02:53:56,Morning
V448,SUV,38,225,426,0,V2X,Slice1,URLLC,283,140,Reinforcement Learning,85,23,0.8359768681132461,0.46267725050995023,6,-86,50,Snow,95,11,8.872141148672977,3.3705776439685042,0.8128854051074055,2025-01-25 17:36:41,Night
V449,Truck,39,329,349,0,V2V,Slice2,mMTC,82,189,Simulated Annealing,48,47,0.9414794144904051,0.5650152598319336,1,-88,45,Clear,109,22,6.468586274496117,1.4026004120344,0.8991232144555041,2025-01-25 22:42:18,Night
V450,Sedan,70,395,243,1,V2X,Slice1,mMTC,228,178,Genetic Algorithm,70,32,0.712068327677058,0.8329854646905256,8,-69,49,Rain,72,20,8.967451196259075,4.799358725394597,0.9195886789847361,2025-01-25 06:43:55,Evening
V451,Sedan,51,123,854,0,V2V,Slice2,eMBB,239,90,Genetic Algorithm,53,48,0.8262913188725219,0.8548389145690878,10,-76,55,Snow,88,22,8.477031022196885,4.102749461183631,0.8548178254606313,2025-01-25 22:22:56,Night
V452,SUV,32,593,527,0,V2V,Slice2,eMBB,157,239,Reinforcement Learning,83,21,0.9534221472064124,0.8056403070466744,5,-62,62,Snow,107,36,6.037086744367453,1.726125739514912,0.8197424538439361,2025-01-25 00:20:35,Afternoon
